"",".groups","time","HR1","HR2","Resp1","Resp2","rowname","filename","study","group","trial","condition"
"1","1",499.5,1.91947193739911,1.61313048760876,-1.02875968280412,1.07736890709291,1,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"2","2",1499.5,1.68201785072831,0.0731470506192159,-0.945778222955745,1.42278437064128,1001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"3","3",2499.5,0.728039872326642,-0.172662038231776,-1.51762883336667,1.45972590886006,2001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"4","4",3499.5,0.628009104879334,-0.172662038231776,-0.972020678559201,1.1589789942155,3001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"5","5",4499.5,1.09248445173745,-0.172662038231776,-0.136692221801253,1.49029910588709,4001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"6","6",5499.5,1.24127459107412,-0.12381861655747,0.0690542443035547,1.28927949377762,5001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"7","7",6499.5,1.5717141474934,1.87026716397177,0.198178692308367,1.22435441683093,6001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"8","8",7499.5,1.68249172367153,0.941013938011944,0.169049709819579,0.486228427861033,7001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"9","9",8499.5,1.66503812158559,1.85327814773723,-0.117562206494982,0.350950991232166,8001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"10","10",9499.5,1.5083130957976,-0.172662038231776,-0.992874202767169,0.189655395756934,9001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"11","11",10499.5,1.44701713352264,0.735224428399371,-1.65090756918918,-0.43595201199771,10001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"12","12",11499.5,1.12390802701731,1.05098629939112,-1.67439447023051,-0.86335101059641,11001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"13","13",12499.5,0.822405372754872,0.976935371670497,-1.67439447023051,-1.67914843925099,12001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"14","14",13499.5,0.454920053395124,1.07594038649587,-1.67439447023051,-0.0117350221609208,13001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"15","15",14499.5,0.826224689263315,1.01994626472385,-1.67439447023051,0.0214822755680513,14001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"16","16",15499.5,0.926314110914085,-0.0121597858806122,-1.67439447023051,-0.672970623664864,15001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"17","17",16499.5,0.884025092977752,0.0456878076282525,-1.67439447023051,-2.00073632572676,16001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"18","18",17499.5,0.753996179946569,0.466417324663099,-1.66921402443128,-2.94052875923105,17001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"19","19",18499.5,0.699169743175434,0.822693763443568,-0.56162793333353,-0.0557295969684633,18001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"20","20",19499.5,0.543484752514922,0.837990995002539,-0.424037459598683,-0.613754899903968,19001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"21","21",20499.5,-0.325709767750097,0.354578676660451,-0.767825471503055,-1.74909252289073,20001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"22","22",21499.5,-1.44483839856004,0.0840939711232797,-1.10341595463237,-0.221326343303195,21001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"23","23",22499.5,-2.00288199604188,0.722472272279007,-1.55462388240723,0.403261534520993,22001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"24","24",23499.5,-0.968807593705582,1.2540140207061,0.599066877612627,0.784243415573726,23001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"25","25",24499.5,-0.0785931135253399,1.03968304184082,0.701990620840682,1.01737571297175,24001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"26","26",25499.5,0.429048578973424,0.643159066837622,0.505492741607633,0.382809952745407,25001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"27","27",26499.5,0.782845266488058,0.488702426840073,0.276809560263135,-0.0902323136964281,26001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"28","28",27499.5,0.962580303156001,0.584776522698699,-0.0609811457818719,-0.375835540769587,27001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"29","29",28499.5,1.27865455042244,1.05355533331558,-0.417260710986241,1.05491995727171,28001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"30","30",29499.5,1.46338712405311,1.56816834550624,-0.505379452629946,0.572433752472502,29001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"31","31",30499.5,0.846130169605819,1.20505296972199,-0.902355594199992,0.141304134239274,30001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"32","32",31499.5,-1.24912400172909,0.149471066690607,-0.314595884647283,-0.0176145925094273,31001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"33","33",32499.5,-2.04435045161318,-0.466696287732301,1.59305516631294,1.18683798857741,32001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"34","34",33499.5,-2.39789106547965,-0.417842393301601,1.62079867728338,0.845272087628907,33001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"35","35",34499.5,-1.43624308263532,-1.36138924508162,1.50208899591655,0.284797784045674,34001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"36","36",35499.5,-0.205234497172245,-1.31126622822354,0.996433491120784,0.237337035287248,35001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"37","37",36499.5,-3.22532461004023,-0.0831501703815526,0.62102255583979,1.20774946965033,36001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"38","38",37499.5,-1.56764290317505,0.60160706127641,0.574836722567421,0.888472924896942,37001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"39","39",38499.5,-0.318016092568265,0.756431354538768,0.359848094344214,0.48725990727455,38001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"40","40",39499.5,0.231105554376713,1.03958290171545,-0.28745595074886,-0.306008977854432,39001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"41","41",40499.5,0.591979849109028,0.944802022433346,-0.700393482373889,-1.09941625021584,40001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"42","42",41499.5,0.732193219553104,0.507608674475346,-0.699119001297204,-1.85537468404715,41001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"43","43",42499.5,0.702771674613424,0.579374818712356,0.640630097485197,0.887332339688649,42001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"44","44",43499.5,0.697557415339606,0.369798349266799,0.597976888330202,0.145155155055022,43001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"45","45",44499.5,0.244641088809401,-0.717068728432795,0.489571319963448,-0.861242365785065,44001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"46","46",45499.5,0.135619659248466,-0.874931418722805,0.868931684061248,-0.762538869867193,45001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"47","47",46499.5,0.248277152354489,0.0443210036621544,1.24958381967699,1.00699915297853,46001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"48","48",47499.5,0.124787188870214,0.506836394584994,1.08983809755494,0.880717502148672,47001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"49","49",48499.5,0.0680488570320133,0.562249249736958,0.924564801619399,0.238629436970308,48001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"50","50",49499.5,0.0713331610461732,0.806860654556493,0.712799217718267,-1.33423913707791,49001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"51","51",50499.5,0.186943578485782,1.01997671337387,0.608082280175887,-2.66546305390774,50001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"52","52",51499.5,0.492772394478104,1.41883937164488,0.191252945810775,-1.30793885401957,51001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"53","53",52499.5,0.789752710239764,1.44059294630089,0.149752050073863,-0.708885964397442,52001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"54","54",53499.5,1.01306765438971,1.36363918423791,0.0703514503437994,-0.445892309099846,53001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"55","55",54499.5,0.326982477528037,-0.0186130273760385,0.82660866727737,-0.46688884790869,54001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"56","56",55499.5,-0.774477204110544,-0.796396880006585,1.70764958179358,0.811310835966059,55001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"57","57",56499.5,-2.12509420250626,-1.36032412860936,1.54355794243586,0.354098810589495,56001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"58","58",57499.5,-0.205234497172245,-1.81581354082116,1.48017167856915,-0.370600568932188,57001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"59","59",58499.5,-0.205234497172245,-2.03047686386456,1.47735020012973,-1.41594105422251,58001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"60","60",59499.5,-0.205234497172245,-1.30096254689914,1.09255785006147,-0.0367641767429634,59001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"61","61",60499.5,-0.205234497172245,0.0449024783164646,0.972766869520519,1.14731501477678,60001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"62","62",61499.5,-1.6077753823327,0.569263502880908,0.955682731997089,0.70083229875698,61001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"63","63",62499.5,-0.830411757964529,0.210297464869231,0.855966048412161,0.0225018925111746,62001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"64","64",63499.5,-0.299542006755996,0.260585490715757,0.696473311863019,-0.84975313307476,63001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"65","65",64499.5,-0.189493300185284,0.649708836227266,0.0885102571003653,-1.32369055954385,64001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"66","66",65499.5,-0.0496345059994208,1.1184639120269,-1.2452701887457,0.281427476822882,65001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"67","67",66499.5,0.0845828805043652,1.23801174214548,-1.60788093215441,-0.847534561938668,66001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"68","68",67499.5,0.349704519465571,0.228139239047215,0.193831218803407,0.146437011869886,67001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"69","69",68499.5,0.61202947961258,0.0731919218914622,0.350845313031025,0.219824285073493,68001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"70","70",69499.5,0.513679801284821,-0.961120804790052,0.189132421389879,-0.299083285724409,69001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"71","71",70499.5,0.306857789526835,-1.44762467291189,-0.102530217098843,0.531214844678852,70001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"72","72",71499.5,0.230492004898133,-1.71294234175616,-0.477678306119641,0.0105252530722831,71001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"73","73",72499.5,0.391281899537873,-2.02712163066688,-0.341925402477295,-0.646778659952878,72001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"74","74",73499.5,0.663061784730992,-1.65963414079148,0.279812850495204,-1.87173601353235,73001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"75","75",74499.5,0.645464032484001,-0.553118747813719,0.110132673904767,-0.167538532857457,74001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"76","76",75499.5,0.543671982034446,0.314342809268195,-0.27164349144472,-0.435892773819701,75001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"77","77",76499.5,0.689854328974845,0.82491036842823,-1.18030505315342,-0.465710419332622,76001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"78","78",77499.5,0.693242189139184,0.0754230892739598,-1.35407463225201,-1.72493048288322,77001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"79","79",78499.5,1.07985872021778,-0.594243451015617,-1.21513438631306,-2.15839409257919,78001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"80","80",79499.5,0.830282267762093,-0.884755420336199,-1.67439447023051,-0.814910384454491,79001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"81","81",80499.5,0.544255210272255,-1.09264837257496,-0.833990189780311,-0.514563198106055,80001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"82","82",81499.5,0.470144132990173,-0.488155418268984,0.0888193166047718,-0.534397000000173,81001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"83","83",82499.5,0.390442680496821,-0.382634439620364,-0.426412688230792,-1.78352234628314,82001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"84","84",83499.5,0.267709919582655,-0.315057594645055,-0.600892021313117,-1.4934650428651,83001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"85","85",84499.5,0.421567848374327,0.0510306000960826,-0.852883113561305,-0.436812012390253,84001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"86","86",85499.5,0.806000753047783,0.591045162161317,0.4847959491572,0.334015549839803,85001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"87","87",86499.5,0.777099639896443,0.495939749441758,0.378767247499692,-0.506735272155701,86001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"88","88",87499.5,0.737658001865434,0.55847569747733,0.68247834277959,-0.527413145888477,87001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"89","89",88499.5,0.0522958954667705,0.721358008476475,0.465574997072822,-2.17302113690639,88001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"90","90",89499.5,-1.05800995017572,0.47621157737806,0.286601834335441,-0.167538532857457,89001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"91","91",90499.5,-1.44745233804939,0.701924488566362,0.239073022851025,-0.524827144738523,90001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"92","92",91499.5,-0.951634537657213,1.27173589150451,-0.724012433244098,0.109838404939756,91001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"93","93",92499.5,-0.0417233131952602,1.56001917094145,-0.580921900692257,1.14164605590664,92001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"94","94",93499.5,0.295315338182954,1.4279597824964,-0.746037524989938,0.932298069515414,93001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"95","95",94499.5,0.669181704671815,-0.0259320507032377,0.0874646435961172,0.578725774580332,94001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"96","96",95499.5,0.902830227090914,-1.47829341371489,0.299621570167346,-0.0513407878747647,95001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"97","97",96499.5,0.907639043325549,-1.85567957058893,-0.233563897714181,0.515026119758258,96001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"98","98",97499.5,0.346238453696617,-1.75902076608894,-0.470839908071346,-0.193620982185223,97001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"99","99",98499.5,0.0635439159644627,-1.33135601110256,0.629721833012633,0.848671038377775,98001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"100","100",99499.5,-0.45901532992482,-0.122188110342078,-0.154820777838233,0.651133616839913,99001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"101","101",100499.5,-0.413800560788708,1.11527635443857,0.39970825106886,0.968809445624834,100001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"102","102",101499.5,-0.349578184554605,1.04597579436479,0.757796780436712,0.986765435598238,101001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"103","103",102499.5,-0.285938373798951,0.546480631468865,0.358936631972706,0.470830993368035,102001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"104","104",103499.5,0.0457942261339279,-0.0124277340007658,0.445204282674099,0.0336756278746241,103001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"105","105",104499.5,0.376231462895445,0.593165882266732,1.44178640789636,0.914209659652981,104001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"106","106",105499.5,0.890092986308726,0.496239318768639,1.52592977801228,0.461312361953173,105001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"107","107",106499.5,0.995543965501326,0.332321091741724,1.47862311127061,0.1155678045432,106001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"108","108",107499.5,0.950929490656574,0.199491787431948,1.44680202285503,0.203211769058125,107001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"109","109",108499.5,1.16418540460272,0.496733211001687,1.25096747893052,0.762395158107026,108001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"110","110",109499.5,0.954872080406192,0.367384792579476,1.1202934592979,-0.0132212021875281,109001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"111","111",110499.5,0.470147446786979,-0.0668338357450378,1.18669724519881,0.166614630181039,110001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"112","112",111499.5,-0.0945566668775863,0.59445692393968,1.51501613742426,0.695015359908595,111001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"113","113",112499.5,-1.25401485100365,0.281737543780182,1.48155060552525,0.163777520749483,112001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"114","114",113499.5,-1.94669859261677,-0.434262083138331,1.43682826661953,-0.336792088528309,113001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"115","115",114499.5,-1.63521784763751,-0.612211303408098,1.14989424828271,-0.951751936706925,114001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"116","116",115499.5,-0.73735934952057,0.0344552533562666,1.6629901529617,0.39536371409945,115001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"117","117",116499.5,-0.341504450017123,0.698922648830938,1.77842518506861,0.332809119240964,116001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"118","118",117499.5,0.100145298753279,0.128796735923972,1.09722495514784,0.172468562577342,117001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"119","119",118499.5,0.484827069566844,-0.230067838107988,0.80756064747299,1.2609800777161,118001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"120","120",119499.5,0.592760248256777,-1.06193473419734,0.194351795018118,0.708099392784959,119001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"121","121",120499.5,-0.0207635483990142,-2.30499568921952,-0.623088913112123,-0.0333945135539417,120001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"122","122",121499.5,-1.13725880430135,-2.50437102877218,-0.77134574626431,-0.638972255200137,121001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"123","123",122499.5,-2.73510717067681,-2.29130454830016,-1.14497844274097,-0.0867304447330749,122001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"124","124",123499.5,-3.13264902472015,-1.55783899890933,-1.38398704527183,1.00785303095724,123001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"125","125",124499.5,-2.42737202679605,-1.0935690849061,-1.65886554932325,0.387871431613357,124001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"126","126",125499.5,-1.65444136516638,-1.27913560234391,-1.67439447023051,-0.307590615498566,125001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"127","127",126499.5,-1.02079995546557,-1.17487000640575,-1.67439447023051,-1.28686861904323,126001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"128","128",127499.5,-0.358420521123208,-0.0424617433802327,0.366502723634755,-0.385420677967402,127001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"129","129",128499.5,0.210960320835315,0.520097159911735,1.56781833846617,1.01107168951583,128001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"130","130",129499.5,0.329200401730113,0.815794591066921,1.34966287344967,0.442878441727428,129001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"131","131",130499.5,-0.367852779799168,-0.114169269237907,1.13477205051571,-0.607405638193871,130001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"132","132",131499.5,-1.00164022852521,-0.920349324840563,0.887841623032831,-1.49913026537921,131001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"133","133",132499.5,-1.08715504161689,-1.12892473345213,0.512493799372938,0.336818373838633,132001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"134","134",133499.5,-0.845710961333162,-0.950188869472323,-0.0473411459999843,0.998194601775423,133001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"135","135",134499.5,-0.489615261008617,-0.646441732494439,-0.364654091990743,1.09570694962501,134001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"136","136",135499.5,-0.163242396029328,-1.20713814292779,-0.522890782544421,0.68516911599429,135001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"137","137",136499.5,0.298159072911792,-1.42162180947998,-0.689450076447337,0.235438334062466,136001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"138","138",137499.5,0.531653338089582,-0.884533523435171,-1.31618701914789,0.43935983626499,137001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"139","139",138499.5,0.438548571656093,-0.338699723178152,-1.57673329484504,-0.300493293674931,138001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"140","140",139499.5,-0.176821838269691,0.200900671054126,-1.30887339075383,-1.13627190881294,139001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"141","141",140499.5,-0.533033952276022,0.757197771645575,0.183046481459201,0.607856194305697,140001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"142","142",141499.5,-0.949319834019426,0.470757202900848,0.0733333616552026,-0.0547671091041032,141001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"143","143",142499.5,-1.42224589293964,-1.52227344380023,0.7136262486262,-0.389795446380746,142001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"144","144",143499.5,-1.26528078257308,-1.8879045210909,0.660460434404801,-1.71106340907332,143001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"145","145",144499.5,-0.854988333146423,-1.43031386834481,0.218560389880024,0.67929215883228,144001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"146","146",145499.5,-0.501398128310753,-0.525636042166546,-0.0594914019004458,0.385464328053748,145001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"147","147",146499.5,-0.217695036520775,0.100728565147238,-0.913859440693874,0.969472447775042,146001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"148","148",147499.5,0.312413535561483,0.383936092450661,-1.61269483134053,0.617761675346554,147001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"149","149",148499.5,0.708768321313075,0.230432154778971,-1.67439447023051,0.350307148418288,148001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"150","150",149499.5,0.803093393420275,-0.27715054780571,-1.54023135737342,-0.216020404745879,149001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"151","151",150499.5,1.03334759377126,-0.74544641635623,-0.0215889118334752,0.758085551545538,150001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"152","152",151499.5,0.723550340414237,-0.0149722104270621,-0.17043104874429,0.751455182849201,151001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"153","153",152499.5,-0.459032230288528,-0.0946718828115777,0.186161849063247,0.490961281579628,152001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"154","154",153499.5,-1.39789453995765,-0.279298047593377,0.225746983378093,-0.0531483679672037,153001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"155","155",154499.5,-1.74288037197334,0.303273221466521,-0.139867429571528,0.833186828467198,154001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"156","156",155499.5,-1.38555556784456,0.608955209399278,-0.567296539546423,0.769195090691155,155001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"157","157",156499.5,-1.06156007040066,0.461427528501217,0.183224444441923,0.611185567325772,156001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"158","158",157499.5,-0.480991436201384,-0.0148204683504055,0.46590075959328,0.803581105592692,157001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"159","159",158499.5,-0.242080273075105,-0.553149650356656,0.278186004928163,0.272507668700107,158001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"160","160",159499.5,-0.267629977826969,-1.31107642533436,-0.120261378307779,0.113748900131462,159001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"161","161",160499.5,-0.0773066976053554,-1.38132823149422,-0.30742632983681,0.138986195951036,160001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"162","162",161499.5,0.201036990610715,-1.77408099935121,-1.19129314367597,0.314887900772243,161001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"163","163",162499.5,0.368142484892658,-0.889332249590141,-1.31881298099684,-2.04270929737468,162001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"164","164",163499.5,0.609018232455213,-0.0265513875919181,-1.09055633077045,-0.167538532857457,163001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
"165","165",164499.5,0.814917186112962,0.55455888526498,0.0687046726004484,-0.0755080242504585,164001,"Study4_G1_T1_Synchronous.csv","Study4","G1","T1","Synchronous"
